blockid,dist2mid,rlmid_emp,rlmid_the,session_id,MDHM,Date,jul_day,Time,hour,dur_hr,treatment,species,num_idv,obs,foraging,block,block_ns,platform_bearing,platform_distance,tide_dist,tide_ht,fish,block_fac,x,y
1N,55.5,137.0159374839402,146.11414033754647,T061,9_4_16_31,2020-09-04,41,16:31:00,16,0.5,ON,HS,2,AB,0,1,N,0,42,41,2.17,195,1,42,-0
1N,55.5,137.0159374839402,146.11414033754647,T061,9_4_16_35,2020-09-04,41,16:35:00,16,0.5,ON,HS,1,AB,0,1,N,0,60,59,2.21,195,1,60,-0
1N,55.5,137.0159374839402,146.11414033754647,T061,9_4_16_44,2020-09-04,41,16:44:00,16,0.5,ON,SL,1,AB,0,1,N,15,50,49,2.32,195,1,48.29629131445341,-12.940952255126037
1N,55.5,137.0159374839402,146.11414033754647,T061,9_4_16_50,2020-09-04,41,16:50:00,16,0.5,ON,HS,1,AB,0,1,N,0,41,40,2.38,195,1,41,-0
1N,55.5,137.0159374839402,146.11414033754647,C017,9_5_10_36,2020-09-05,42,10:36:00,10,0.5,OFF,SL,1,AB,0,1,N,20,51,50,1.82,65,1,47.92432366008133,-17.443027309609104
1N,55.5,137.0159374839402,146.11414033754647,C018,9_5_11_15,2020-09-05,42,11:15:00,11,0.5,OFF,SL,1,AB,0,1,N,335,52,51,1.46,65,1,47.1280049259058,21.976149610516355
1N,55.5,137.0159374839402,146.11414033754647,C018,9_5_11_18,2020-09-05,42,11:18:00,11,0.5,OFF,SL,1,AB,0,1,N,20,70,70,1.44,65,1,65.77848345501359,-23.94141003279681
1N,55.5,137.0159374839402,146.11414033754647,C019,9_5_12_3,2020-09-05,42,12:03:00,12,0.5,OFF,HS,1,AB,0,1,N,15,55,54,1.06,65,1,53.12592044589876,-14.235047480638642
1N,55.5,137.0159374839402,146.11414033754647,C022,9_5_14_50,2020-09-05,42,14:50:00,14,0.5,OFF,SL,1,AB,0,1,N,25,54,53,1,65,1,48.9406204999791,-22.82138613399777
1N,55.5,137.0159374839402,146.11414033754647,C023,9_5_15_45,2020-09-05,42,15:45:00,15,0.5,OFF,HS,1,AB,0,1,N,330,52,51,1.46,65,1,45.03332099679079,26.00000000000002
1N,55.5,137.0159374839402,146.11414033754647,T064,9_6_11_50,2020-09-06,43,11:50:00,11,0.5,ON,HS,1,LB,0,1,N,342,55,54,1.69,164,1,52.30810839623344,16.995934690622118
1N,55.5,137.0159374839402,146.11414033754647,T064,9_6_12_15,2020-09-06,43,12:15:00,12,0.5,ON,HS,1,LB,0,1,N,17,50,49,1.51,164,1,47.81523779815177,-14.618585236136838
1N,55.5,137.0159374839402,146.11414033754647,T066,9_6_13_15,2020-09-06,43,13:15:00,13,0.5,ON,HS,1,LB,0,1,N,29,57,56,1.16,164,1,49.853323306945555,-27.634148354041212
1N,55.5,137.0159374839402,146.11414033754647,T066,9_6_13_20,2020-09-06,43,13:20:00,13,0.5,ON,HS,1,LB,0,1,N,25,58,57,1.14,164,1,52.565851648125694,-24.511859180960567
1N,55.5,137.0159374839402,146.11414033754647,T067,9_6_13_59,2020-09-06,43,13:59:00,13,0.5,ON,HS,1,LB,0,1,N,30,45,44,1.06,164,1,38.97114317029974,-22.499999999999996
1N,55.5,137.0159374839402,146.11414033754647,T067,9_6_14_6,2020-09-06,43,14:06:00,14,0.5,ON,HS,1,LB,0,1,N,11,71,71,1.05,164,1,69.69553002478415,-13.547438671734682
1N,55.5,137.0159374839402,146.11414033754647,T067,9_6_14_12,2020-09-06,43,14:12:00,14,0.5,ON,HS,1,LB,0,1,N,23,53,52,1.05,164,1,48.78675723297934,-20.70874980993151
1N,55.5,137.0159374839402,146.11414033754647,T067,9_6_14_17,2020-09-06,43,14:17:00,14,0.5,ON,HS,1,LB,0,1,N,0,47,46,1.06,164,1,47,-0
1N,55.5,137.0159374839402,146.11414033754647,T068,9_6_14_29,2020-09-06,43,14:29:00,14,0.5,ON,HS,1,LB,0,1,N,6,53,52,1.07,164,1,52.709660454518485,-5.540008553185634
1N,55.5,137.0159374839402,146.11414033754647,T068,9_6_14_31,2020-09-06,43,14:31:00,14,0.5,ON,HS,1,LB,0,1,N,341,72,72,1.08,164,1,68.07733744315081,23.440907120915284
1N,55.5,137.0159374839402,146.11414033754647,T068,9_6_14_49,2020-09-06,43,14:49:00,14,0.5,ON,HS,1,LB,0,1,N,33,54,53,1.13,164,1,45.2882106690529,-29.410507890811463
1N,55.5,137.0159374839402,146.11414033754647,T069,9_6_15_5,2020-09-06,43,15:05:00,15,0.5,ON,HS,1,LB,0,1,N,18,63,62,1.19,164,1,59.91656052659467,-19.468070645621687
1N,55.5,137.0159374839402,146.11414033754647,T069,9_6_15_12,2020-09-06,43,15:12:00,15,0.5,ON,HS,1,LB,0,1,N,32,63,62,1.22,164,1,53.427030057854836,-33.384913646691906
1N,55.5,137.0159374839402,146.11414033754647,T076,9_7_14_45,2020-09-07,44,14:45:00,14,0.5,ON,HS,1,AC,0,1,N,2,41,40,1.41,181,1,40.975023907782926,-1.4308793648025397
1N,55.5,137.0159374839402,146.11414033754647,C025,9_9_9_55,2020-09-09,46,09:55:00,9,0.5,ON,HS,1,AMB,0,1,N,335,68,67,2.59,270,1,61.6289295184922,28.738041798367544
1N,55.5,137.0159374839402,146.11414033754647,C025,9_9_10_9,2020-09-09,46,10:09:00,10,0.5,ON,HS,1,AMB,1,1,N,14,72,71,2.64,270,1,69.86129229187175,-17.418376483176075
1N,55.5,137.0159374839402,146.11414033754647,C025,9_9_10_14,2020-09-09,46,10:14:00,10,0.5,ON,HS,1,AMB,0,1,N,3,76,75,2.65,270,1,75.89584464134761,-3.9775326744637316
1N,55.5,137.0159374839402,146.11414033754647,C026,9_9_11_6,2020-09-09,46,11:06:00,11,0.5,OFF,HS,1,AMB,0,1,N,343,48,47,2.73,270,1,45.90262828622569,14.033841826691381
1N,55.5,137.0159374839402,146.11414033754647,C026,9_9_11_10,2020-09-09,46,11:10:00,11,0.5,OFF,HS,1,AMB,0,1,N,10,74,73,2.74,270,1,72.87577372290339,-12.849965147352844
1N,55.5,137.0159374839402,146.11414033754647,C026,9_9_11_21,2020-09-09,46,11:21:00,11,0.5,OFF,HS,1,AMB,0,1,N,356,79,78,2.73,270,1,78.80755997052611,5.510761425785926
1N,55.5,137.0159374839402,146.11414033754647,C027,9_9_12_18,2020-09-09,46,12:18:00,12,0.5,OFF,HS,1,AB,0,1,N,0,34,33,2.66,270,1,34,-0
1N,55.5,137.0159374839402,146.11414033754647,C027,9_9_12_24,2020-09-09,46,12:24:00,12,0.5,OFF,HS,1,AB,0,1,N,15,39,38,2.65,270,1,37.671107225273666,-10.09394275899831
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_12_44,2020-09-09,46,12:44:00,12,0.5,OFF,HS,1,AB,1,1,N,5,45,44,2.6,270,1,44.82876141412855,-3.9220084236446175
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_12_54,2020-09-09,46,12:54:00,12,0.5,OFF,HS,1,AB,0,1,N,340,34,33,2.57,270,1,31.949549106720887,11.62868487307273
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_12_57,2020-09-09,46,12:57:00,12,0.5,OFF,HS,1,AB,0,1,N,5,54,53,2.56,270,1,53.79451369695426,-4.706410108373541
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_13_1,2020-09-09,46,13:01:00,13,0.5,OFF,HS,1,AB,0,1,N,340,41,40,2.55,270,1,38.527397452222246,14.02282587635241
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_13_2,2020-09-09,46,13:02:00,13,0.5,OFF,HS,1,AB,0,1,N,0,45,44,2.55,270,1,45,-0
1N,55.5,137.0159374839402,146.11414033754647,C028,9_9_13_4,2020-09-09,46,13:04:00,13,0.5,OFF,HS,1,AB,0,1,N,10,48,47,2.54,270,1,47.27077214458598,-8.335112528012656
1N,55.5,137.0159374839402,146.11414033754647,C029,9_9_14_1,2020-09-09,46,14:01:00,14,0.5,OFF,HS,1,AB,1,1,N,15,60,59,2.37,270,1,57.9555495773441,-15.529142706151244
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_23,2020-09-09,46,14:23:00,14,0.5,OFF,HS,2,AB,0,1,N,5,50,49,2.3,270,1,49.80973490458728,-4.357787137382909
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_25,2020-09-09,46,14:25:00,14,0.5,OFF,HS,1,AB,1,1,N,0,60,59,2.3,270,1,60,-0
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_43,2020-09-09,46,14:43:00,14,0.5,OFF,HS,1,AB,0,1,N,5,50,49,2.24,270,1,49.80973490458728,-4.357787137382909
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_44,2020-09-09,46,14:44:00,14,0.5,OFF,HS,1,AB,0,1,N,10,55,54,2.24,270,1,54.16442641567144,-9.550649771681169
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_46,2020-09-09,46,14:46:00,14,0.5,OFF,HS,1,AB,0,1,N,355,40,39,2.23,270,1,39.84778792366982,3.4862297099063326
1N,55.5,137.0159374839402,146.11414033754647,C030,9_9_14_47,2020-09-09,46,14:47:00,14,0.5,OFF,HS,1,AB,0,1,N,10,59,58,2.23,270,1,58.10365742772027,-10.245242482348889
1N,55.5,137.0159374839402,146.11414033754647,C031,9_9_15_6,2020-09-09,46,15:06:00,15,0.5,OFF,HS,1,AB,0,1,N,0,53,52,2.18,270,1,53,-0
1N,55.5,137.0159374839402,146.11414033754647,C031,9_9_15_9,2020-09-09,46,15:09:00,15,0.5,OFF,HS,3,AB,0,1,N,5,60,59,2.17,270,1,59.771681885504734,-5.22934456485949
1N,55.5,137.0159374839402,146.11414033754647,C031,9_9_15_11,2020-09-09,46,15:11:00,15,0.5,OFF,HS,1,AB,0,1,N,10,53,52,2.17,270,1,52.194810909647025,-9.203353416347307
1N,55.5,137.0159374839402,146.11414033754647,C031,9_9_15_14,2020-09-09,46,15:14:00,15,0.5,OFF,HS,1,AB,0,1,N,5,46,45,2.16,270,1,45.82495611222029,-4.009164166392275
1N,55.5,137.0159374839402,146.11414033754647,C031,9_9_15_24,2020-09-09,46,15:24:00,15,0.5,OFF,HS,1,AB,0,1,N,0,34,33,2.14,270,1,34,-0
1N,55.5,137.0159374839402,146.11414033754647,T082,9_10_11_56,2020-09-10,47,11:56:00,11,0.5,ON,HS,1,AMB,0,1,N,307,46,45,2.74,728,1,27.683491064994204,36.73723346217549
1N,55.5,137.0159374839402,146.11414033754647,T084,9_10_13_26,2020-09-10,47,13:26:00,13,0.5,ON,HS,1,AMB,0,1,N,324,46,45,2.74,728,1,37.21478174124758,27.03812160545377
2S,74.5,133.86441169209766,143.55687454503413,B009,8_10_15_37,2020-08-10,16,15:37:00,15,0.5,OFF,HS,1,LB,0,2,S,NA,72,72,1.41,849,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B010,8_11_14_0,2020-08-11,17,14:00:00,14,0.5,OFF,HS,2,LB,0,2,S,NA,56,55,2.19,891,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B012,8_11_16_7,2020-08-11,17,16:07:00,16,0.5,OFF,HS,1,LB,0,2,S,NA,48,47,1.85,891,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B012,8_11_16_11,2020-08-11,17,16:11:00,16,0.5,OFF,HS,1,LB,0,2,S,NA,66,65,1.84,891,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_32,2020-08-12,18,11:32:00,11,0.5,OFF,HS,1,LB,0,2,S,NA,50,49,2.28,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_37,2020-08-12,18,11:37:00,11,0.5,OFF,HS,1,LB,0,2,S,NA,66,65,2.31,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_46,2020-08-12,18,11:46:00,11,0.5,OFF,HS,1,LB,1,2,S,NA,54,53,2.34,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_47,2020-08-12,18,11:47:00,11,0.5,OFF,HS,1,LB,0,2,S,NA,64,63,2.34,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_51,2020-08-12,18,11:51:00,11,0.5,OFF,HS,2,LB,0,2,S,NA,49,48,2.36,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B013,8_12_11_51,2020-08-12,18,11:51:00,11,0.5,OFF,HS,1,LB,1,2,S,NA,95,95,2.36,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B014,8_12_13_39,2020-08-12,18,13:39:00,13,0.5,OFF,HS,1,LB,0,2,S,NA,50,49,2.52,137,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B016,8_13_10_37,2020-08-13,19,10:37:00,10,0.5,OFF,HS,2,LB,0,2,S,NA,83,83,1.53,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B016,8_13_10_46,2020-08-13,19,10:46:00,10,0.5,OFF,HS,1,LB,0,2,S,NA,57,56,1.6,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B016,8_13_10_47,2020-08-13,19,10:47:00,10,0.5,OFF,HS,1,LB,0,2,S,NA,60,59,1.61,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B016,8_13_10_57,2020-08-13,19,10:57:00,10,0.5,OFF,HS,1,LB,0,2,S,NA,40,39,1.69,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B017,8_13_11_19,2020-08-13,19,11:19:00,11,0.5,OFF,HS,1,LB,0,2,S,NA,97,97,1.87,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B017,8_13_11_23,2020-08-13,19,11:23:00,11,0.5,OFF,HS,1,LB,0,2,S,NA,64,63,1.9,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B017,8_13_11_25,2020-08-13,19,11:25:00,11,0.5,OFF,HS,2,LB,0,2,S,NA,49,48,1.92,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B018,8_13_12_1,2020-08-13,19,12:01:00,12,0.5,OFF,HS,3,LB,1,2,S,NA,81,81,2.17,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B018,8_13_12_3,2020-08-13,19,12:03:00,12,0.5,OFF,HS,1,LB,0,2,S,NA,96,96,2.19,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B018,8_13_12_14,2020-08-13,19,12:14:00,12,0.5,OFF,HS,1,LB,0,2,S,NA,100,100,2.26,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B020,8_13_14_23,2020-08-13,19,14:23:00,14,0.5,OFF,HS,1,LB,0,2,S,NA,64,63,2.71,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B021,8_13_14_49,2020-08-13,19,14:49:00,14,0.5,OFF,HS,1,LB,0,2,S,NA,92,92,2.73,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B021,8_13_14_55,2020-08-13,19,14:55:00,14,0.5,OFF,HS,1,LB,1,2,S,NA,64,63,2.73,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B021,8_13_15_1,2020-08-13,19,15:01:00,15,0.5,OFF,HS,3,LB,1,2,S,NA,67,66,2.74,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B021,8_13_15_10,2020-08-13,19,15:10:00,15,0.5,OFF,HS,1,LB,0,2,S,NA,77,76,2.74,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B021,8_13_15_13,2020-08-13,19,15:13:00,15,0.5,OFF,HS,2,LB,0,2,S,NA,86,85,2.74,202,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B023,8_14_13_49,2020-08-14,20,13:49:00,13,0.5,OFF,HS,1,LB,0,2,S,NA,97,97,2.61,632,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B023,8_14_13_58,2020-08-14,20,13:58:00,13,0.5,OFF,HS,1,LB,0,2,S,NA,57,56,2.66,632,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,B023,8_14_14_1,2020-08-14,20,14:01:00,14,0.5,OFF,HS,1,LB,0,2,S,NA,54,53,2.67,632,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,T004,8_15_11_43,2020-08-15,21,11:43:00,11,0.5,ON,HS,1,LB,0,2,S,309,52,51,1.06,170,2,32.72466033459155,40.41158999576248
2S,74.5,133.86441169209766,143.55687454503413,T004,8_15_11_50,2020-08-15,21,11:50:00,11,0.5,ON,HS,2,LB,0,2,S,303,70,70,1.14,170,2,38.12473245105186,58.7069397561797
2S,74.5,133.86441169209766,143.55687454503413,T005,8_15_12_55,2020-08-15,21,12:55:00,12,0.5,ON,HS,1,LB,0,2,S,292,76,76,1.85,170,2,28.47010109960931,70.46597294707584
2S,74.5,133.86441169209766,143.55687454503413,T005,8_15_13_2,2020-08-15,21,13:02:00,13,0.5,ON,HS,1,LB,0,2,S,240,80,80,1.93,170,2,-40.000000000000036,69.28203230275507
2S,74.5,133.86441169209766,143.55687454503413,T006,8_15_13_42,2020-08-15,21,13:42:00,13,0.5,ON,HS,2,LB,0,2,S,316,70,69,2.33,170,2,50.35378602370556,48.62608593212983
2S,74.5,133.86441169209766,143.55687454503413,T008,8_15_15_9,2020-08-15,21,15:09:00,15,0.5,ON,HS,1,LB,0,2,S,239,59,58,2.93,170,2,-30.387246419693216,50.572870741424616
2S,74.5,133.86441169209766,143.55687454503413,T009,8_15_15_40,2020-08-15,21,15:40:00,15,0.5,ON,HS,2,LB,0,2,S,301,65,64,3.05,170,2,33.47747486915351,55.7158745456373
2S,74.5,133.86441169209766,143.55687454503413,T014,8_16_12_34,2020-08-16,22,12:34:00,12,0.5,ON,HS,1,LB,1,2,S,NA,74,74,1.06,551,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,T014,8_16_12_53,2020-08-16,22,12:53:00,12,0.5,ON,HS,1,LB,0,2,S,324,68,68,1.3,551,2,55.013155617496416,39.96939715588818
2S,74.5,133.86441169209766,143.55687454503413,T015,8_16_13_50,2020-08-16,22,13:50:00,13,0.5,ON,HS,1,LB,0,2,S,240,76,75,2,551,2,-38.000000000000036,65.81793068761732
2S,74.5,133.86441169209766,143.55687454503413,T019,8_17_10_39,2020-08-17,23,10:39:00,10,0.5,ON,HS,1,LB,0,2,S,217,85,85,-0.49,281,2,-67.88401835401989,51.15427696792411
2S,74.5,133.86441169209766,143.55687454503413,T020,8_17_11_34,2020-08-17,23,11:34:00,11,0.5,ON,HS,2,LB,0,2,S,235,88,88,-0.19,281,2,-50.47472639889208,72.08537989743125
2S,74.5,133.86441169209766,143.55687454503413,T020,8_17_11_49,2020-08-17,23,11:49:00,11,0.5,ON,HS,2,LB,0,2,S,345,84,84,-0.05,281,2,81.13776940828174,21.74079978861174
2S,74.5,133.86441169209766,143.55687454503413,T020,8_17_11_50,2020-08-17,23,11:50:00,11,0.5,ON,HS,2,LB,1,2,S,350,86,86,-0.04,281,2,84.69346675904988,14.933743279356014
2S,74.5,133.86441169209766,143.55687454503413,T021,8_17_12_18,2020-08-17,23,12:18:00,12,0.5,ON,HS,1,LB,0,2,S,350,83,83,0.25,281,2,81.73904350001327,14.412798746355222
2S,74.5,133.86441169209766,143.55687454503413,T021,8_17_12_21,2020-08-17,23,12:21:00,12,0.5,ON,HS,1,LB,0,2,S,350,83,83,0.29,281,2,81.73904350001327,14.412798746355222
2S,74.5,133.86441169209766,143.55687454503413,T021,8_17_12_22,2020-08-17,23,12:22:00,12,0.5,ON,HS,2,LB,0,2,S,295,60,60,0.3,281,2,25.357095704441978,54.37846722219899
2S,74.5,133.86441169209766,143.55687454503413,T022,8_17_13_50,2020-08-17,23,13:50:00,13,0.5,ON,HS,1,LB,0,2,S,210,73,73,1.48,281,2,-63.21985447626402,36.50000000000001
2S,74.5,133.86441169209766,143.55687454503413,C001,8_18_10_24,2020-08-18,24,10:24:00,10,0.5,ON,HS,2,LB,0,2,S,350,39,38,-0.54,239,2,38.40750236747611,6.772278929010285
2S,74.5,133.86441169209766,143.55687454503413,C002,8_18_10_58,2020-08-18,24,10:58:00,10,0.5,OFF,HS,1,LB,0,2,S,344,64,64,-0.64,239,2,61.52074854005241,17.640790772287932
2S,74.5,133.86441169209766,143.55687454503413,C004,8_18_13_44,2020-08-18,24,13:44:00,13,0.5,OFF,HS,1,LB,0,2,S,330,78,78,0.79,239,2,67.54998149518619,39.000000000000036
2S,74.5,133.86441169209766,143.55687454503413,C005,8_18_14_25,2020-08-18,24,14:25:00,14,0.5,OFF,HS,2,LB,0,2,S,290,56,55,1.4,239,2,19.153128026237468,52.62278676401087
2S,74.5,133.86441169209766,143.55687454503413,C006,8_18_15_3,2020-08-18,24,15:03:00,15,0.5,OFF,HS,2,LB,0,2,S,280,67,66,1.97,239,2,11.634427903684308,65.98211945181795
2S,74.5,133.86441169209766,143.55687454503413,C006,8_18_15_8,2020-08-18,24,15:08:00,15,0.5,OFF,HS,2,LB,0,2,S,290,67,66,2.04,239,2,22.915349602819827,62.959405592655855
2S,74.5,133.86441169209766,143.55687454503413,C008,8_19_10_8,2020-08-19,25,10:08:00,10,0.5,OFF,HS,1,LB,0,2,S,342,61,61,-0.03,520,2,58.014447494004365,18.850036656871804
2S,74.5,133.86441169209766,143.55687454503413,T026,8_19_10_28,2020-08-19,25,10:28:00,10,0.5,ON,HS,1,LB,0,2,S,15,43,42,-0.24,520,2,41.53481053042994,-11.129218939408393
2S,74.5,133.86441169209766,143.55687454503413,T026,8_19_10_33,2020-08-19,25,10:33:00,10,0.5,ON,HS,1,LB,0,2,S,340,65,65,-0.29,520,2,61.080020351084045,22.231309316168456
2S,74.5,133.86441169209766,143.55687454503413,T027,8_19_11_14,2020-08-19,25,11:14:00,11,0.5,ON,HS,1,LB,0,2,S,245,83,83,-0.58,520,2,-35.07731572447803,75.22354632404196
2S,74.5,133.86441169209766,143.55687454503413,T027,8_19_11_31,2020-08-19,25,11:31:00,11,0.5,ON,HS,1,LB,0,2,S,279,90,90,-0.63,520,2,14.079101853620761,88.8919506535624
2S,74.5,133.86441169209766,143.55687454503413,T029,8_19_12_49,2020-08-19,25,12:49:00,12,0.5,ON,HS,1,LB,0,2,S,300,67,67,-0.37,520,2,33.5,58.023702053557386
2S,74.5,133.86441169209766,143.55687454503413,T029,8_19_13_8,2020-08-19,25,13:08:00,13,0.5,ON,HS,1,LB,0,2,S,260,50,50,-0.19,520,2,-8.682408883346517,49.2403876506104
2S,74.5,133.86441169209766,143.55687454503413,T030,8_19_13_40,2020-08-19,25,13:40:00,13,0.5,ON,HS,1,LB,1,2,S,349,85,85,0.18,520,2,83.43831059305144,16.218764607006296
2S,74.5,133.86441169209766,143.55687454503413,T032,8_20_10_20,2020-08-20,26,10:20:00,10,0.5,ON,HS,1,EA,0,2,S,NA,60,60,0.5,333,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,T034,8_20_11_46,2020-08-20,26,11:46:00,11,0.5,ON,HS,1,EA,1,2,S,NA,84,84,-0.4,333,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,T035,8_20_12_47,2020-08-20,26,12:47:00,12,0.5,ON,HS,2,LB,0,2,S,240,64,64,-0.5,333,2,-32.00000000000003,55.425625842204056
2S,74.5,133.86441169209766,143.55687454503413,T036,8_20_13_38,2020-08-20,26,13:38:00,13,0.5,ON,HS,1,LB,0,2,S,250,52,52,-0.19,333,2,-17.785047452934762,48.86401628086724
2S,74.5,133.86441169209766,143.55687454503413,T036,8_20_14_2,2020-08-20,26,14:02:00,14,0.5,ON,HS,1,LB,0,2,S,300,65,65,0.06,333,2,32.5,56.29165124598851
2S,74.5,133.86441169209766,143.55687454503413,T036,8_20_14_4,2020-08-20,26,14:04:00,14,0.5,ON,HS,1,LB,1,2,S,270,51,51,0.08,333,2,-9.368548013477251e-15,51
2S,74.5,133.86441169209766,143.55687454503413,T037,8_20_15_14,2020-08-20,26,15:14:00,15,0.5,ON,HS,1,LB,1,2,S,270,51,50,1.06,333,2,-9.368548013477251e-15,51
2S,74.5,133.86441169209766,143.55687454503413,T037,8_20_15_22,2020-08-20,26,15:22:00,15,0.5,ON,HS,1,LB,0,2,S,325,63,62,1.19,333,2,51.60657879020647,36.13531549011592
2S,74.5,133.86441169209766,143.55687454503413,T039,8_21_10_25,2020-08-21,27,10:25:00,10,0.5,ON,HS,2,LB,0,2,S,110,110,110,1.25,585,2,-37.62221576582356,-103.36618828644993
2S,74.5,133.86441169209766,143.55687454503413,T039,8_21_10_37,2020-08-21,27,10:37:00,10,0.5,ON,HS,1,LB,0,2,S,350,68,68,1.08,585,2,66.96692720483014,11.808076081351267
2S,74.5,133.86441169209766,143.55687454503413,T040,8_21_13_55,2020-08-21,27,13:55:00,13,0.5,ON,HS,1,LB,0,2,S,17,54,54,-0.13,585,2,51.64045682200391,-15.788072055027786
2S,74.5,133.86441169209766,143.55687454503413,C011,8_22_12_53,2020-08-22,28,12:53:00,12,0.5,OFF,HS,1,LB,0,2,S,290,65,65,0.39,296,2,22.23130931616849,61.08002035108404
2S,74.5,133.86441169209766,143.55687454503413,C014,8_24_13_3,2020-08-24,30,13:03:00,13,0.5,OFF,HS,1,LB,0,2,S,255,56,55,1.94,248,2,-14.493866525741154,54.09184627218782
2S,74.5,133.86441169209766,143.55687454503413,T041,8_24_13_58,2020-08-24,30,13:58:00,13,0.5,ON,HS,1,LB,0,2,S,300,67,66,1.54,248,2,33.5,58.023702053557386
2S,74.5,133.86441169209766,143.55687454503413,T042,8_27_17_29,2020-08-27,33,17:29:00,17,0.5,ON,HS,1,LB,0,2,S,280,52,51,2.54,227,2,9.029705238680359,51.210003156634826
2S,74.5,133.86441169209766,143.55687454503413,T042,8_27_17_37,2020-08-27,33,17:37:00,17,0.5,ON,HS,2,LB,0,2,S,295,70,69,2.5,227,2,29.583278321848972,63.44154509256549
2S,74.5,133.86441169209766,143.55687454503413,T042,8_27_17_44,2020-08-27,33,17:44:00,17,0.5,ON,HS,1,LB,0,2,S,285,95,95,2.48,227,2,24.58780928473943,91.7629534974615
2S,74.5,133.86441169209766,143.55687454503413,C015,8_27_18_43,2020-08-27,33,18:43:00,18,0.5,OFF,HS,1,LB,0,2,S,290,69,68,2.27,227,2,23.599389889471166,64.83879083422768
2S,74.5,133.86441169209766,143.55687454503413,C016,9_2_10_13,2020-09-02,39,10:13:00,10,0.5,OFF,HS,1,AB,0,2,S,353,62,62,0.45,145,2,61.53786140176197,7.555899291119129
2S,74.5,133.86441169209766,143.55687454503413,C016,9_2_10_32,2020-09-02,39,10:32:00,10,0.5,OFF,SL,1,AB,0,2,S,5,62,62,0.28,145,2,61.764071281688224,-5.403656050354806
2S,74.5,133.86441169209766,143.55687454503413,C016,9_2_10_35,2020-09-02,39,10:35:00,10,0.5,OFF,HS,1,AB,0,2,S,287,50,50,0.25,145,2,14.618585236136838,47.81523779815177
2S,74.5,133.86441169209766,143.55687454503413,C016,9_2_10_36,2020-09-02,39,10:36:00,10,0.5,OFF,HS,1,AB,0,2,S,NA,40,39,0.25,145,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,C016,9_2_10_37,2020-09-02,39,10:37:00,10,0.5,OFF,HS,1,AB,0,2,S,NA,78,78,0.24,145,2,NA,NA
2S,74.5,133.86441169209766,143.55687454503413,T043,9_2_11_28,2020-09-02,39,11:28:00,11,0.5,ON,HS,1,AB,0,2,S,295,40,39,-0.01,145,2,16.904730469627985,36.252311481465995
